Country_1,Country_2,Cooperation_Count,Country_Pair,Total_Articles_Country_1,Total_Articles_Country_2,Int_ij,k_i,k_j,Sim_ij
Maria Francisca,Portugal,2,"('Maria Francisca', 'Portugal')",1,114,0.03508771929824561,3,54,0.014717026189611597
Paulo Renato,Portugal,2,"('Paulo Renato', 'Portugal')",1,114,0.03508771929824561,2,54,0.018024602347862503
Denmark,South Korea,1,"('Denmark', 'South Korea')",127,165,4.772130756382725e-05,60,82,9.848579977273605e-05
Australia,South Korea,8,"('Australia', 'South Korea')",853,165,0.0004547230807488721,255,82,0.00014746755606981108
Peoples R China,South Korea,37,"('Peoples R China', 'South Korea')",994,165,0.00834705200902384,129,82,0.0008883104648941417
Israel,South Korea,3,"('Israel', 'South Korea')",57,165,0.0009569377990430622,31,82,0.0006135558222904478
Canada,South Korea,19,"('Canada', 'South Korea')",1030,165,0.0021241541629891145,210,82,0.0003512177391444343
Poland,South Korea,1,"('Poland', 'South Korea')",13,165,0.0004662004662004662,7,82,0.0009012191376946861
South Africa,South Korea,2,"('South Africa', 'South Korea')",84,165,0.0002886002886002886,11,82,0.0005656465098079981
Norway,South Korea,1,"('Norway', 'South Korea')",107,165,5.664117813650524e-05,18,82,0.0001958948236562203
Brazil,South Korea,6,"('Brazil', 'South Korea')",71,165,0.0030729833546734955,65,82,0.0007593054190844006
Oman,South Korea,2,"('Oman', 'South Korea')",5,165,0.0048484848484848485,18,82,0.0018124241594234562
Belgium,South Korea,2,"('Belgium', 'South Korea')",208,165,0.00011655011655011655,88,82,0.00012708903843536764
Netherlands,South Korea,3,"('Netherlands', 'South Korea')",475,165,0.00011483253588516746,51,82,0.00016570685071614543
Russia,South Korea,2,"('Russia', 'South Korea')",20,165,0.0012121212121212121,15,82,0.0009927055958835664
Mexico,South Korea,6,"('Mexico', 'South Korea')",46,165,0.0047430830039525695,29,82,0.0014122917992173177
Germany,South Korea,2,"('Germany', 'South Korea')",428,165,5.664117813650524e-05,115,82,7.750153293493365e-05
Finland,South Korea,2,"('Finland', 'South Korea')",163,165,0.00014872652909462725,76,82,0.00015448293040139523
India,South Korea,1,"('India', 'South Korea')",122,165,4.9677098857426726e-05,34,82,0.0001334847731731652
Portugal,South Korea,7,"('Portugal', 'South Korea')",114,165,0.002604997341839447,23,82,0.001175256868617216
Malaysia,South Korea,4,"('Malaysia', 'South Korea')",46,165,0.002108036890645586,41,82,0.0007918451277360552
Singapore,South Korea,7,"('Singapore', 'South Korea')",85,165,0.0034937611408199644,22,82,0.0013916445990385762
France,South Korea,5,"('France', 'South Korea')",593,165,0.0002555061576984005,150,82,0.00014412792355911972
Italy,South Korea,6,"('Italy', 'South Korea')",219,165,0.00099626400996264,72,82,0.000410784498400881
Croatia,South Korea,2,"('Croatia', 'South Korea')",6,165,0.00404040404040404,29,82,0.0013034863067535637
South Korea,South Korea,58,"('South Korea', 'South Korea')",165,165,0.12356290174471993,26,82,0.007612905680546721
Japan,South Korea,2,"('Japan', 'South Korea')",24,165,0.00101010101010101,19,82,0.0008051905626434629
New Zealand,South Korea,4,"('New Zealand', 'South Korea')",146,165,0.0006641760066417601,36,82,0.0004743330814613481
Austria,South Korea,2,"('Austria', 'South Korea')",58,165,0.0004179728317659352,53,82,0.0003101195647598403
Estonia,South Korea,2,"('Estonia', 'South Korea')",13,165,0.0018648018648018648,28,82,0.0009012191376946861
Nigeria,South Korea,3,"('Nigeria', 'South Korea')",16,165,0.003409090909090909,20,82,0.0014417745902039858
Sebnem,South Korea,1,"('Sebnem', 'South Korea')",3,165,0.00202020202020202,3,82,0.0028656942150471244
Egypt,South Korea,2,"('Egypt', 'South Korea')",21,165,0.0011544011544011544,38,82,0.0006086668533630792
Eun-Kyoung,South Korea,2,"('Eun-Kyoung', 'South Korea')",1,165,0.024242424242424242,1,82,0.017194165290282747
Nick,South Korea,1,"('Nick', 'South Korea')",6,165,0.00101010101010101,4,82,0.0017548721464277555
M. Kemal,South Korea,1,"('M. Kemal', 'South Korea')",1,165,0.006060606060606061,3,82,0.004963527979417832
Hungary,South Korea,2,"('Hungary', 'South Korea')",9,165,0.0026936026936026937,28,82,0.0010831306037958775
North Macedonia,South Korea,2,"('North Macedonia', 'South Korea')",6,165,0.00404040404040404,17,82,0.0017024760515708278
Pakistan,South Korea,2,"('Pakistan', 'South Korea')",47,165,0.0005157962604771116,19,82,0.0005753808028968093
Amanda,South Korea,1,"('Amanda', 'South Korea')",3,165,0.00202020202020202,5,82,0.0022197571940400897
Colombia,South Korea,2,"('Colombia', 'South Korea')",17,165,0.00142602495543672,35,82,0.0007048920532765115
Moonkyu,South Korea,3,"('Moonkyu', 'South Korea')",1,165,0.05454545454545454,1,82,0.02579124793542412
Dong-Jin,South Korea,1,"('Dong-Jin', 'South Korea')",1,165,0.006060606060606061,2,82,0.006079055436800646
Slovenia,South Korea,4,"('Slovenia', 'South Korea')",31,165,0.0031280547409579668,16,82,0.0015440816250297611
Lithuania,South Korea,2,"('Lithuania', 'South Korea')",10,165,0.0024242424242424242,20,82,0.0012158110873601291
Paulina Man Kei,South Korea,1,"('Paulina Man Kei', 'South Korea')",1,165,0.006060606060606061,9,82,0.0028656942150471244
Hoje,South Korea,3,"('Hoje', 'South Korea')",6,165,0.00909090909090909,3,82,0.006079055436800646
Hyun Soon,South Korea,2,"('Hyun Soon', 'South Korea')",1,165,0.024242424242424242,1,82,0.017194165290282747
Fidel,South Korea,1,"('Fidel', 'South Korea')",1,165,0.006060606060606061,21,82,0.0018760372370072152
Eun-Ju,South Korea,5,"('Eun-Ju', 'South Korea')",1,165,0.15151515151515152,2,82,0.03039527718400323
Hyun Jun,South Korea,5,"('Hyun Jun', 'South Korea')",1,165,0.15151515151515152,1,82,0.04298541322570686
Jingqiu,South Korea,2,"('Jingqiu', 'South Korea')",4,165,0.006060606060606061,23,82,0.0017926156503518997
Romania,South Korea,2,"('Romania', 'South Korea')",8,165,0.0030303030303030303,13,82,0.001686026621828682
Jinhua,South Korea,2,"('Jinhua', 'South Korea')",2,165,0.012121212121212121,2,82,0.008597082645141373
Soonkyoo,South Korea,1,"('Soonkyoo', 'South Korea')",1,165,0.006060606060606061,3,82,0.004963527979417832
Hakkon,South Korea,1,"('Hakkon', 'South Korea')",1,165,0.006060606060606061,2,82,0.006079055436800646
Johan,South Korea,1,"('Johan', 'South Korea')",3,165,0.00202020202020202,4,82,0.0024817639897089156
Hye Jung,South Korea,1,"('Hye Jung', 'South Korea')",1,165,0.006060606060606061,2,82,0.006079055436800646
Heung-Jun,South Korea,1,"('Heung-Jun', 'South Korea')",1,165,0.006060606060606061,1,82,0.008597082645141373
Jee Hyun,South Korea,1,"('Jee Hyun', 'South Korea')",1,165,0.006060606060606061,2,82,0.006079055436800646
Dongseop,South Korea,1,"('Dongseop', 'South Korea')",1,165,0.006060606060606061,3,82,0.004963527979417832
Byungjin,South Korea,1,"('Byungjin', 'South Korea')",1,165,0.006060606060606061,4,82,0.004298541322570687
Jay Heon,South Korea,1,"('Jay Heon', 'South Korea')",1,165,0.006060606060606061,2,82,0.006079055436800646
Jaywon,South Korea,1,"('Jaywon', 'South Korea')",1,165,0.006060606060606061,1,82,0.008597082645141373
Chanhoo,South Korea,1,"('Chanhoo', 'South Korea')",1,165,0.006060606060606061,1,82,0.008597082645141373
Junha,South Korea,1,"('Junha', 'South Korea')",1,165,0.006060606060606061,2,82,0.006079055436800646
Changsu,South Korea,1,"('Changsu', 'South Korea')",1,165,0.006060606060606061,4,82,0.004298541322570687
Jong-Hun,South Korea,1,"('Jong-Hun', 'South Korea')",1,165,0.006060606060606061,2,82,0.006079055436800646
Dong-Hyun,South Korea,1,"('Dong-Hyun', 'South Korea')",1,165,0.006060606060606061,3,82,0.004963527979417832
Jaehyung,South Korea,2,"('Jaehyung', 'South Korea')",1,165,0.024242424242424242,1,82,0.017194165290282747
Brigitte,South Korea,2,"('Brigitte', 'South Korea')",3,165,0.00808080808080808,32,82,0.0017548721464277555
Abdulgawi Salim,South Korea,2,"('Abdulgawi Salim', 'South Korea')",2,165,0.012121212121212121,33,82,0.0021164554417259945
Malta,South Korea,2,"('Malta', 'South Korea')",2,165,0.012121212121212121,20,82,0.0027186362391351843
Luigina,South Korea,2,"('Luigina', 'South Korea')",2,165,0.012121212121212121,22,82,0.002592117947782732
Jian,South Korea,2,"('Jian', 'South Korea')",4,165,0.006060606060606061,26,82,0.001686026621828682
Marko,South Korea,2,"('Marko', 'South Korea')",2,165,0.012121212121212121,19,82,0.002789261928546897
Kumju,South Korea,1,"('Kumju', 'South Korea')",1,165,0.006060606060606061,1,82,0.008597082645141373
Gyeonghwan,South Korea,1,"('Gyeonghwan', 'South Korea')",1,165,0.006060606060606061,3,82,0.004963527979417832
Byungki,South Korea,2,"('Byungki', 'South Korea')",1,165,0.024242424242424242,1,82,0.017194165290282747
Heungsik,South Korea,1,"('Heungsik', 'South Korea')",1,165,0.006060606060606061,3,82,0.004963527979417832
Jin Ho,South Korea,4,"('Jin Ho', 'South Korea')",1,165,0.09696969696969697,1,82,0.03438833058056549
Marilyn,South Korea,2,"('Marilyn', 'South Korea')",1,165,0.024242424242424242,2,82,0.012158110873601292
Ayn,South Korea,1,"('Ayn', 'South Korea')",1,165,0.006060606060606061,2,82,0.006079055436800646
Hojae,South Korea,1,"('Hojae', 'South Korea')",1,165,0.006060606060606061,3,82,0.004963527979417832
Denmark,Malaysia,1,"('Denmark', 'Malaysia')",127,46,0.00017117425539198904,60,35,0.00028550227702535305
Australia,Malaysia,22,"('Australia', 'Malaysia')",853,46,0.012334981395585911,255,35,0.0011756150494968425
Israel,Malaysia,2,"('Israel', 'Malaysia')",57,46,0.0015255530129672007,31,35,0.001185765425068442
Canada,Malaysia,9,"('Canada', 'Malaysia')",1030,46,0.0017095821021528071,210,35,0.0004822822870213373
Brazil,Malaysia,6,"('Brazil', 'Malaysia')",71,46,0.011022657685241886,65,35,0.002201164295832817
Belgium,Malaysia,2,"('Belgium', 'Malaysia')",208,46,0.0004180602006688963,88,35,0.0003684207260537948
Germany,Malaysia,1,"('Germany', 'Malaysia')",428,46,5.079236082893133e-05,115,35,0.00011233530202800039
Finland,Malaysia,1,"('Finland', 'Malaysia')",163,46,0.00013336889837289943,76,35,0.00022391668896898768
Malaysia,Malaysia,11,"('Malaysia', 'Malaysia')",46,46,0.05718336483931947,41,35,0.006312609185688044
France,Malaysia,7,"('France', 'Malaysia')",593,46,0.0017963193782535376,150,35,0.0005849410842540408
Italy,Malaysia,4,"('Italy', 'Malaysia')",219,46,0.0015882469724042088,72,35,0.0007938871047454009
Croatia,Malaysia,2,"('Croatia', 'Malaysia')",6,46,0.014492753623188406,29,35,0.003778700173103865
Japan,Malaysia,1,"('Japan', 'Malaysia')",24,46,0.0009057971014492754,19,35,0.0011670907867149841
Austria,Malaysia,2,"('Austria', 'Malaysia')",58,46,0.0014992503748125937,53,35,0.0008990112492700338
Estonia,Malaysia,2,"('Estonia', 'Malaysia')",13,46,0.006688963210702341,28,35,0.002612560556998054
Egypt,Malaysia,2,"('Egypt', 'Malaysia')",21,46,0.004140786749482402,38,35,0.0017644754166186137
Indonesia,Malaysia,2,"('Indonesia', 'Malaysia')",20,46,0.004347826086956522,14,35,0.002978777343672497
Hungary,Malaysia,2,"('Hungary', 'Malaysia')",9,46,0.00966183574879227,28,35,0.0031399070161704143
Colombia,Malaysia,2,"('Colombia', 'Malaysia')",17,46,0.005115089514066497,35,35,0.0020434243995775757
Lithuania,Malaysia,2,"('Lithuania', 'Malaysia')",10,46,0.008695652173913044,20,35,0.003524536884251207
Abdul Ghafar,Malaysia,1,"('Abdul Ghafar', 'Malaysia')",1,46,0.021739130434782608,2,35,0.017622684421256033
Bayu Taufiq,Malaysia,1,"('Bayu Taufiq', 'Malaysia')",1,46,0.021739130434782608,1,35,0.02492223931396134
Kok Wei,Malaysia,2,"('Kok Wei', 'Malaysia')",1,46,0.08695652173913043,2,35,0.035245368842512066
Fidel,Malaysia,1,"('Fidel', 'Malaysia')",1,46,0.021739130434782608,21,35,0.005438478483049149
Jingqiu,Malaysia,2,"('Jingqiu', 'Malaysia')",4,46,0.021739130434782608,23,35,0.005196646127540842
Amal Hayati,Malaysia,1,"('Amal Hayati', 'Malaysia')",1,46,0.021739130434782608,1,35,0.02492223931396134
Brigitte,Malaysia,2,"('Brigitte', 'Malaysia')",3,46,0.028985507246376812,32,35,0.005087230797227998
Abdulgawi Salim,Malaysia,2,"('Abdulgawi Salim', 'Malaysia')",2,46,0.043478260869565216,33,35,0.0061354311913984876
Luigina,Malaysia,2,"('Luigina', 'Malaysia')",2,46,0.043478260869565216,22,35,0.007514337885441285
Jian,Malaysia,2,"('Jian', 'Malaysia')",4,46,0.021739130434782608,26,35,0.004887653253243005
Andriyawan,Malaysia,1,"('Andriyawan', 'Malaysia')",1,46,0.021739130434782608,2,35,0.017622684421256033
Lavanya,Malaysia,1,"('Lavanya', 'Malaysia')",1,46,0.021739130434782608,1,35,0.02492223931396134
Abdul,Malaysia,1,"('Abdul', 'Malaysia')",2,46,0.010869565217391304,3,35,0.010174461594455996
Arsalan Mujahid,Malaysia,1,"('Arsalan Mujahid', 'Malaysia')",1,46,0.021739130434782608,4,35,0.01246111965698067
Bangladesh,Malaysia,1,"('Bangladesh', 'Malaysia')",3,46,0.007246376811594203,6,35,0.005874228140418678
Denmark,Peoples R China,6,"('Denmark', 'Peoples R China')",127,994,0.00028517562065305215,60,152,0.00017683115294131281
Australia,Peoples R China,108,"('Australia', 'Peoples R China')",853,994,0.013756631229345593,255,152,0.0005957501543190278
Peoples R China,Peoples R China,569,"('Peoples R China', 'Peoples R China')",994,994,0.32768138003068714,129,152,0.0040879844286190155
Israel,Peoples R China,9,"('Israel', 'Peoples R China')",57,994,0.0014296304140633273,31,152,0.0005508194262514896
Canada,Peoples R China,106,"('Canada', 'Peoples R China')",1030,994,0.010974585376335683,210,152,0.0005863576820839283
Norway,Peoples R China,1,"('Norway', 'Peoples R China')",107,994,9.402207638353486e-06,18,152,5.86214926454709e-05
Brazil,Peoples R China,22,"('Brazil', 'Peoples R China')",71,994,0.00685804970669085,65,152,0.0008331473973418235
Oman,Peoples R China,6,"('Oman', 'Peoples R China')",5,994,0.007243460764587525,18,152,0.0016271028639108537
Belgium,Peoples R China,14,"('Belgium', 'Peoples R China')",208,994,0.0009479956663055255,88,152,0.0002662196118833288
Ireland,Peoples R China,6,"('Ireland', 'Peoples R China')",73,994,0.0004961274496292826,23,152,0.00037671326768454275
Netherlands,Peoples R China,38,"('Netherlands', 'Peoples R China')",475,994,0.003058350100603622,51,152,0.0006281114604795975
Mexico,Peoples R China,23,"('Mexico', 'Peoples R China')",46,994,0.011569416498993963,29,152,0.0016200743089622245
Germany,Peoples R China,22,"('Germany', 'Peoples R China')",428,994,0.0011376671242407717,115,152,0.00025511552597347244
Finland,Peoples R China,6,"('Finland', 'Peoples R China')",163,994,0.00022219204799348236,76,152,0.00013868697190695713
Malaysia,Peoples R China,15,"('Malaysia', 'Peoples R China')",46,994,0.004920829323768699,41,152,0.0008885981990020509
France,Peoples R China,34,"('France', 'Peoples R China')",593,994,0.0019611768418266767,150,152,0.00029328574488081215
Italy,Peoples R China,17,"('Italy', 'Peoples R China')",219,994,0.001327600305026506,72,152,0.00034829370853309673
Croatia,Peoples R China,8,"('Croatia', 'Peoples R China')",6,994,0.010731052984574111,29,152,0.0015602722219740432
Japan,Peoples R China,6,"('Japan', 'Peoples R China')",24,994,0.0015090543259557343,19,152,0.0007228594165771496
New Zealand,Peoples R China,20,"('New Zealand', 'Peoples R China')",146,994,0.0027562636090515697,36,152,0.0007097204695716582
Austria,Peoples R China,8,"('Austria', 'Peoples R China')",58,994,0.0011101089294387012,53,152,0.00037121290793654615
Estonia,Peoples R China,8,"('Estonia', 'Peoples R China')",13,994,0.004952793685188052,28,152,0.0010787586944112522
Nigeria,Peoples R China,9,"('Nigeria', 'Peoples R China')",16,994,0.005093058350100604,20,152,0.001294352402354344
George,Peoples R China,2,"('George', 'Peoples R China')",6,994,0.0006706908115358819,9,152,0.0007001935882770143
David,Peoples R China,2,"('David', 'Peoples R China')",29,994,0.00013876361617983765,17,152,0.0002317349560443533
Kit-Chun Joanna,Peoples R China,2,"('Kit-Chun Joanna', 'Peoples R China')",1,994,0.004024144869215292,1,152,0.005145351037341284
Jordan,Peoples R China,1,"('Jordan', 'Peoples R China')",9,994,0.000111781801922647,9,152,0.0002858528354078491
Haitao,Peoples R China,1,"('Haitao', 'Peoples R China')",1,994,0.001006036217303823,2,152,0.0018191563050446293
Egypt,Peoples R China,11,"('Egypt', 'Peoples R China')",21,994,0.005796684871131551,38,152,0.0010017889876365793
Greece,Peoples R China,1,"('Greece', 'Peoples R China')",29,994,3.469090404495941e-05,13,152,0.00013249953029662262
Indonesia,Peoples R China,1,"('Indonesia', 'Peoples R China')",20,994,5.0301810865191146e-05,14,152,0.00015374676912246755
Lebanon,Peoples R China,5,"('Lebanon', 'Peoples R China')",39,994,0.0006448950110921942,22,152,0.0004391484702411359
Hungary,Peoples R China,6,"('Hungary', 'Peoples R China')",9,994,0.004024144869215292,28,152,0.0009723799466380895
JianAn,Peoples R China,1,"('JianAn', 'Peoples R China')",1,994,0.001006036217303823,1,152,0.002572675518670642
Chung-Leung,Peoples R China,4,"('Chung-Leung', 'Peoples R China')",1,994,0.01609657947686117,2,152,0.007276625220178517
North Macedonia,Peoples R China,6,"('North Macedonia', 'Peoples R China')",6,994,0.006036217303822937,17,152,0.0015283970062127863
Pakistan,Peoples R China,17,"('Pakistan', 'Peoples R China')",47,994,0.006186052485123507,19,152,0.001463552162555879
Dan,Peoples R China,1,"('Dan', 'Peoples R China')",5,994,0.00020120724346076458,9,152,0.0003835118229198056
Michael,Peoples R China,2,"('Michael', 'Peoples R China')",8,994,0.0005030181086519115,4,152,0.0009095781525223146
Colombia,Peoples R China,8,"('Colombia', 'Peoples R China')",17,994,0.003787430465143804,35,152,0.0008437553079915249
Jigao,Peoples R China,1,"('Jigao', 'Peoples R China')",1,994,0.001006036217303823,2,152,0.0018191563050446293
Heng,Peoples R China,1,"('Heng', 'Peoples R China')",1,994,0.001006036217303823,3,152,0.0014853349032420552
Chris,Peoples R China,2,"('Chris', 'Peoples R China')",5,994,0.0008048289738430583,6,152,0.0009394082764781424
Cedric,Peoples R China,2,"('Cedric', 'Peoples R China')",2,994,0.002012072434607646,3,152,0.0021005807648310434
Ho-Kong,Peoples R China,2,"('Ho-Kong', 'Peoples R China')",1,994,0.004024144869215292,1,152,0.005145351037341284
Kleio,Peoples R China,1,"('Kleio', 'Peoples R China')",1,994,0.001006036217303823,3,152,0.0014853349032420552
Dimitrios,Peoples R China,1,"('Dimitrios', 'Peoples R China')",1,994,0.001006036217303823,5,152,0.001150535468759417
Juan,Peoples R China,4,"('Juan', 'Peoples R China')",8,994,0.002012072434607646,6,152,0.0014853349032420552
Lithuania,Peoples R China,8,"('Lithuania', 'Peoples R China')",10,994,0.006438631790744467,20,152,0.0014553250440357034
Paulina Man Kei,Peoples R China,5,"('Paulina Man Kei', 'Peoples R China')",1,994,0.025150905432595575,9,152,0.004287792531117736
Moritz,Peoples R China,1,"('Moritz', 'Peoples R China')",5,994,0.00020120724346076458,5,152,0.0005145351037341284
BaoChun,Peoples R China,1,"('BaoChun', 'Peoples R China')",1,994,0.001006036217303823,1,152,0.002572675518670642
Jia Fei,Peoples R China,1,"('Jia Fei', 'Peoples R China')",1,994,0.001006036217303823,2,152,0.0018191563050446293
Jiatao,Peoples R China,1,"('Jiatao', 'Peoples R China')",1,994,0.001006036217303823,1,152,0.002572675518670642
Frederick,Peoples R China,1,"('Frederick', 'Peoples R China')",2,994,0.0005030181086519115,1,152,0.0018191563050446293
Noel Yee-Man,Peoples R China,1,"('Noel Yee-Man', 'Peoples R China')",1,994,0.001006036217303823,2,152,0.0018191563050446293
Dong-Hong,Peoples R China,1,"('Dong-Hong', 'Peoples R China')",1,994,0.001006036217303823,1,152,0.002572675518670642
Ho Kwong,Peoples R China,11,"('Ho Kwong', 'Peoples R China')",4,994,0.030432595573440645,3,152,0.008169341967831303
Long-Zeng,Peoples R China,2,"('Long-Zeng', 'Peoples R China')",1,994,0.004024144869215292,2,152,0.0036383126100892585
Alina S. Hernandez,Peoples R China,1,"('Alina S. Hernandez', 'Peoples R China')",4,994,0.00025150905432595576,7,152,0.00048618997331904476
Anne,Peoples R China,2,"('Anne', 'Peoples R China')",5,994,0.0008048289738430583,13,152,0.0006382022502849345
Pascal,Peoples R China,1,"('Pascal', 'Peoples R China')",2,994,0.0005030181086519115,2,152,0.001286337759335321
Fidel,Peoples R China,3,"('Fidel', 'Peoples R China')",1,994,0.009054325955734407,21,152,0.0016842114718382847
Lijun,Peoples R China,2,"('Lijun', 'Peoples R China')",1,994,0.004024144869215292,2,152,0.0036383126100892585
Min,Peoples R China,8,"('Min', 'Peoples R China')",5,994,0.012877263581488933,5,152,0.004116280829873027
Meng,Peoples R China,1,"('Meng', 'Peoples R China')",1,994,0.001006036217303823,1,152,0.002572675518670642
Muhammad,Peoples R China,3,"('Muhammad', 'Peoples R China')",4,994,0.0022635814889336017,3,152,0.0022280023548630827
Alexander,Peoples R China,1,"('Alexander', 'Peoples R China')",5,994,0.00020120724346076458,10,152,0.00036383126100892585
Kohyar,Peoples R China,1,"('Kohyar', 'Peoples R China')",1,994,0.001006036217303823,1,152,0.002572675518670642
Jingqiu,Peoples R China,9,"('Jingqiu', 'Peoples R China')",4,994,0.020372233400402416,23,152,0.002413979677505654
Chin-Shan,Peoples R China,1,"('Chin-Shan', 'Peoples R China')",1,994,0.001006036217303823,1,152,0.002572675518670642
Long,Peoples R China,4,"('Long', 'Peoples R China')",2,994,0.008048289738430584,2,152,0.005145351037341284
Guifeng,Peoples R China,1,"('Guifeng', 'Peoples R China')",1,994,0.001006036217303823,1,152,0.002572675518670642
Hua,Peoples R China,2,"('Hua', 'Peoples R China')",1,994,0.004024144869215292,1,152,0.005145351037341284
Hong,Peoples R China,2,"('Hong', 'Peoples R China')",1,994,0.004024144869215292,1,152,0.005145351037341284
Biying,Peoples R China,1,"('Biying', 'Peoples R China')",1,994,0.001006036217303823,4,152,0.001286337759335321
Jingyu,Peoples R China,1,"('Jingyu', 'Peoples R China')",2,994,0.0005030181086519115,3,152,0.0010502903824155217
ChungMing,Peoples R China,2,"('ChungMing', 'Peoples R China')",1,994,0.004024144869215292,2,152,0.0036383126100892585
Deyuan,Peoples R China,2,"('Deyuan', 'Peoples R China')",1,994,0.004024144869215292,2,152,0.0036383126100892585
Ming,Peoples R China,2,"('Ming', 'Peoples R China')",1,994,0.004024144869215292,2,152,0.0036383126100892585
Joao,Peoples R China,1,"('Joao', 'Peoples R China')",1,994,0.001006036217303823,2,152,0.0018191563050446293
Omrane,Peoples R China,1,"('Omrane', 'Peoples R China')",1,994,0.001006036217303823,2,152,0.0018191563050446293
Pei-Chi,Peoples R China,1,"('Pei-Chi', 'Peoples R China')",1,994,0.001006036217303823,2,152,0.0018191563050446293
Feng,Peoples R China,1,"('Feng', 'Peoples R China')",1,994,0.001006036217303823,3,152,0.0014853349032420552
Hao,Peoples R China,4,"('Hao', 'Peoples R China')",2,994,0.008048289738430584,4,152,0.0036383126100892585
Jianxin,Peoples R China,2,"('Jianxin', 'Peoples R China')",1,994,0.004024144869215292,1,152,0.005145351037341284
Brigitte,Peoples R China,6,"('Brigitte', 'Peoples R China')",3,994,0.012072434607645875,32,152,0.0015754355736232824
Abdulgawi Salim,Peoples R China,6,"('Abdulgawi Salim', 'Peoples R China')",2,994,0.018108651911468814,33,152,0.001900046792395185
Malta,Peoples R China,6,"('Malta', 'Peoples R China')",2,994,0.018108651911468814,20,152,0.0024406542958662807
Luigina,Peoples R China,6,"('Luigina', 'Peoples R China')",2,994,0.018108651911468814,22,152,0.002327072564390042
Jian,Peoples R China,10,"('Jian', 'Peoples R China')",4,994,0.025150905432595575,26,152,0.0025227158984315466
Marko,Peoples R China,6,"('Marko', 'Peoples R China')",2,994,0.018108651911468814,19,152,0.002504058472482439
Juelin,Peoples R China,1,"('Juelin', 'Peoples R China')",1,994,0.001006036217303823,2,152,0.0018191563050446293
Jun,Peoples R China,1,"('Jun', 'Peoples R China')",2,994,0.0005030181086519115,1,152,0.0018191563050446293
Guangming,Peoples R China,8,"('Guangming', 'Peoples R China')",3,994,0.021462105969148222,3,152,0.006860468049788378
Niels,Peoples R China,2,"('Niels', 'Peoples R China')",3,994,0.0013413816230717639,4,152,0.0014853349032420552
Dayuan,Peoples R China,4,"('Dayuan', 'Peoples R China')",2,994,0.008048289738430584,5,152,0.003254205727821708
Jie,Peoples R China,2,"('Jie', 'Peoples R China')",2,994,0.002012072434607646,1,152,0.0036383126100892585
Jin-hui,Peoples R China,1,"('Jin-hui', 'Peoples R China')",1,994,0.001006036217303823,3,152,0.0014853349032420552
Lijing,Peoples R China,7,"('Lijing', 'Peoples R China')",2,994,0.02464788732394366,1,152,0.012734094135312405
Deqiu,Peoples R China,1,"('Deqiu', 'Peoples R China')",1,994,0.001006036217303823,2,152,0.0018191563050446293
Haiying,Peoples R China,1,"('Haiying', 'Peoples R China')",1,994,0.001006036217303823,1,152,0.002572675518670642
Fuxiu,Peoples R China,3,"('Fuxiu', 'Peoples R China')",1,994,0.009054325955734407,2,152,0.005457468915133887
Chu-Ding,Peoples R China,2,"('Chu-Ding', 'Peoples R China')",1,994,0.004024144869215292,2,152,0.0036383126100892585
Jin,Peoples R China,2,"('Jin', 'Peoples R China')",1,994,0.004024144869215292,1,152,0.005145351037341284
Peixu,Peoples R China,3,"('Peixu', 'Peoples R China')",1,994,0.009054325955734407,1,152,0.007718026556011925
Ling,Peoples R China,3,"('Ling', 'Peoples R China')",1,994,0.009054325955734407,1,152,0.007718026556011925
Junfang,Peoples R China,2,"('Junfang', 'Peoples R China')",1,994,0.004024144869215292,2,152,0.0036383126100892585
Nathan,Peoples R China,1,"('Nathan', 'Peoples R China')",2,994,0.0005030181086519115,2,152,0.001286337759335321
Michelle Xue,Peoples R China,1,"('Michelle Xue', 'Peoples R China')",1,994,0.001006036217303823,2,152,0.0018191563050446293
Mirjam,Peoples R China,1,"('Mirjam', 'Peoples R China')",1,994,0.001006036217303823,2,152,0.0018191563050446293
Junsheng,Peoples R China,1,"('Junsheng', 'Peoples R China')",1,994,0.001006036217303823,2,152,0.0018191563050446293
Noman,Peoples R China,1,"('Noman', 'Peoples R China')",1,994,0.001006036217303823,3,152,0.0014853349032420552
Junting,Peoples R China,2,"('Junting', 'Peoples R China')",1,994,0.004024144869215292,1,152,0.005145351037341284
Aric Xu,Peoples R China,6,"('Aric Xu', 'Peoples R China')",2,994,0.018108651911468814,1,152,0.010914937830267774
Abdul,Peoples R China,1,"('Abdul', 'Peoples R China')",2,994,0.0005030181086519115,3,152,0.0010502903824155217
Jeong-Bon,Peoples R China,2,"('Jeong-Bon', 'Peoples R China')",1,994,0.004024144869215292,2,152,0.0036383126100892585
Haibin,Peoples R China,2,"('Haibin', 'Peoples R China')",1,994,0.004024144869215292,3,152,0.0029706698064841104
Oliver,Peoples R China,1,"('Oliver', 'Peoples R China')",1,994,0.001006036217303823,2,152,0.0018191563050446293
Lan,Peoples R China,1,"('Lan', 'Peoples R China')",2,994,0.0005030181086519115,2,152,0.001286337759335321
Cong,Peoples R China,2,"('Cong', 'Peoples R China')",1,994,0.004024144869215292,2,152,0.0036383126100892585
Leo,Peoples R China,1,"('Leo', 'Peoples R China')",1,994,0.001006036217303823,2,152,0.0018191563050446293
O. Dorian,Peoples R China,1,"('O. Dorian', 'Peoples R China')",1,994,0.001006036217303823,2,152,0.0018191563050446293
